id_trial,idphrase
NCT04244760,Peri-operative Pain Assessment in Children Undergoing Orthopaedic Surgery
NCT00508547,"A Multicenter, Open Registry of Patients With Plaque Psoriasis Who Are Candidates for Systemic Therapy Including Biologics"
NCT00315380,Longitudinal Protocol for Eosinophilic Granulomatosis With Polyangiitis (Churg-Strauss)
NCT01177046,Development of a Multi-attribute Health Index to Measure the Quality of Labour Analgesia: Psychometric Development of a Quality of Neuraxial Labour Analgesia Scale
NCT02669849,"A Phase 2b/3, Double-blind, Randomized, Placebo Controlled, Multicenter Study to Assess the Efficacy and Safety of VX-210 in Subjects With Acute Traumatic Cervical Spinal Cord Injury"
NCT02471092,"The Effect of Milk Proteins on Satiety, Food Intake and Metabolic Control (Glycemia) in Early Adulthood"
NCT00656149,Outcome Evaluation of Exercise and Electrical Therapy for Quadriplegic Hand Function
NCT01821118,"A Phase 2, Randomized, Double Blind Placebo Controlled Trial To Evaluate The Safety, Tolerability, Pharmacokinetics And Efficacy Of Pf-04360365 (Ponezumab) In Adult Subjects With Probable Cerebral Amyloid Angiopathy"
NCT01970150,To Investigate the Effect of Application of Repeated Trans-cranial Magnetic Stimulation (rTMS) Applied on the Left Prefrontal Cortex on Electroencephalography Signal Recorded From Brain Regions Involved in Cognitive Function in Patients With Alzheimer's Disease (AD)
NCT01358370,A Retrospective Natural History Study of Patients With Lysosomal Acid Lipase Deficiency/Wolman Phenotype
NCT05295927,A Phase 1b Study of EPI-7386 in Combination With Abiraterone Acetate Plus Prednisone or Apalutamide in mCRPC (ARES: Androgen Receptor Eradication Study)
NCT03839342,Binimetinib and Encorafenib for the Treatment of Advanced Solid Tumors With Non-V600E BRAF Mutations
NCT02401854,"Prevalence of Sub-Clinical Atrial Fibrillation in Elderly Patients With Hypertension, Detected Using an External Loop Recorder Using Automatic Algorithms for AF Detection: A Pilot Study (ASSERT-III)"
NCT04254107,A Phase 1 Study of SEA-TGT (SGN-TGT) in Subjects With Advanced Malignancies
NCT02112656,"A Phase III, Randomized, Double Blind, Dummy-Controlled Study of ThermoDox® (Lyso-Thermosensitive Liposomal Doxorubicin-LTLD) in Hepatocellular Carcinoma (HCC) Using Standardized Radiofrequency Ablation (RFA) Treatment Time ≥ 45 Minutes for Solitary Lesions ≥ 3 cm to ≤ 7 cm"
NCT06079281,"A Phase 3, Randomized, Double-blinded, Placebo-controlled, Multicenter Study to Evaluate Efficacy and Safety of ALXN1850 (Recombinant Alkaline Phosphatase) Administered Subcutaneously in Adolescent (12 to < 18 Years of Age) and Adult Participants With Hypophosphatasia Who Have Not Previously Been Treated With Asfotase Alfa"
NCT03612583,Lung and Diaphragm-Protective Ventilation by Means of Assessing Respiratory Work
NCT02139943,"A Randomized Phase 2, Double-blind, Placebo-controlled, Treat-to-Target, Parallel-group, 3-arm, Multicenter Study to Assess the Efficacy and Safety of Canagliflozin as Add-on Therapy to Insulin in the Treatment of Subjects With Type 1 Diabetes Mellitus"
NCT00720798,Long-term Extension Study of Safety During Treatment With Tocilizumab (MRA) in Patients Completing Treatment in MRA Core Studies
NCT01648959,Intra Cranial EEG Activity During Dexmedetomidine Sedation.Comparing the Effects of Dexmedetomidine on the Cortical and the Sub Cortical(Hippocampus) Structures.
NCT05925218,Circulating Tumor DNA Collection From Patients With High Grade Gliomas
NCT02802020,Fully Covered Self Expanding Metal Stents (FCSEMS) for Pancreatic Duct Strictures in Patients With Chronic Pancreatitis
NCT05574192,Building Supportive Social Networks to Advance the Mental Health of Women Affected by Violence in Vancouver's Downtown East Side
NCT00430729,Effect of Roflumilast on Exacerbation Rate in Patients With Chronic Obstructive Pulmonary Disease.
NCT02308020,"A Phase 2 Study of Abemaciclib in Patients With Brain Metastases Secondary to Hormone Receptor Positive Breast Cancer, Non-small Cell Lung Cancer, or Melanoma"
NCT04924543,OPtical Diagnosis Training to Improve Dysplasia Characterisation in Inflammatory Bowel Disease
NCT05696717,"A Phase 3, Multi-center, Randomized Withdrawal and Long Term Extension Study of Ampreloxetine for the Treatment of Symptomatic Neurogenic Orthostatic Hypotension in Participants With Multiple System Atrophy"
NCT03257293,A Randomized Control Trial of a Modified Cystoscopy Method to Reduce Pain Perception
NCT05153369,Personalized and Pragmatic Three-level Model of DBT-informed Care for Youth With and/or at Familial Risk for Bipolar Disorder
NCT01029886,Safety and Efficacy of Exenatide Once Weekly Versus Liraglutide in Subjects With Type 2 Diabetes and Inadequate Glycemic Control Treated With Lifestyle Modification and Oral Antidiabetic Medications
NCT02025621,"A Double-Blind, Randomized, Placebo-Controlled Study of Levosimendan in Patients With Left Ventricular Systolic Dysfunction Undergoing Cardiac Surgery Requiring Cardiopulmonary Bypass"
NCT00244842,"A Phase III, Randomized, Multicentre, Double-Blind, Placebo-Controlled Study of ISA247 in Plaque Psoriasis Patients"
NCT05272150,"A Phase 3b, Multicenter, Randomized, Double-blind, Placebo-controlled Study Evaluating the Safety and Efficacy of Guselkumab for the Treatment of Participants With Skin of Color Who Have Moderate-to-Severe Plaque Psoriasis and/or Moderate-to-Severe Scalp Psoriasis"
NCT02998970,"Effects of Empagliflozin on Cardiac Structure, Function, and Circulating Biomarkers in Patients With Type 2 Diabetes"
NCT01991561,"Immunogenicity, Safety, Tolerability of a Plant-made H5 VLP Influenza Vaccine."
NCT02173275,Computed TomogRaphic Evaluation of Atherosclerotic DEtermiNants of Myocardial IsChEmia (The CREDENCE Trial)
NCT03710538,The Effect of a Pre-meal Snack and/or Exercise on Post-prandial Glycemic Excursions in Adults With Cystic Fibrosis
NCT01889472,Impact of Nasal Mask/Oronasal Mask on Compliance to Treatment With Continuous Positive Airway Pressure (CPAP) in Patients With Obstructive Sleep Apnea
NCT02236871,FAMILY (FAmily MILk Product Two-Year) Dose-response Study to Enhance Bone Health
NCT06254950,"A Phase 2, Multicenter, Randomized, Placebo-Controlled, Double-Blind Induction Study to Evaluate the Efficacy and Safety of Oral TAK-279 in Subjects With Moderately to Severely Active Ulcerative Colitis"
NCT05218096,"A Phase 2, Randomized, Double-Blind, Placebo-Controlled Multicenter Study to Evaluate the Efficacy and Safety of ALXN2050 in Adult Participants With Generalized Myasthenia Gravis"
NCT05586477,Does Diphenhydramine Alter Thermoregulatory Responses During Exercise?
NCT03138148,Evaluation of the Patient-ventilator Asynchrony During Mechanical Ventilation for Pediatric Acute Respiratory Failure
NCT02274454,Investigating the Effect of Extracellular Calcium on Oxytocin-induced Human Myometrial Contractility In-vitro
NCT02629835,A Randomized Comparison Between Intravenous and Perineural Dexamethasone for Ultrasound-Guided Axillary Blocks
NCT03691922,Randomized Control Trial of Ultrasound-Guided Erector Spinae Block Versus Shoulder Periarticular Anesthetic Infiltration for Pain Control After Arthroscopic Shoulder Surgery
NCT05418348,"A Phase 1, Randomized, Two-Period Crossover Study to Evaluate the Relative Bioavailability of Intravenous GTX-104 Compared to Oral Nimodipine Capsules at Steady State in Healthy Male and Female Subjects"
NCT01934517,"Validity, Reliability and Reproducibility of Digital Models Obtained With iTero® (AlignTech) and Lava Digital® (3M) in Comparison With Plaster Models."
NCT04040192,"A Phase 3, Randomized, Double-Blind, Vehicle-Controlled Study to Evaluate the Efficacy and Safety of Maintenance Treatment and Flare Reduction With Crisaborole Ointment, 2%, Once Daily Over 52 Weeks in Pediatric and Adult Participants (Ages 3 Months and Older) With Mild-to-Moderate Atopic Dermatitis, Who Responded to Twice Daily Crisaborole Ointment, 2%, Treatment"
NCT03692312,"A Randomized, Double-Blind Study to Evaluate the Efficacy and Safety of Tideglusib Versus Placebo for the Treatment of Children and Adolescents With Congenital Myotonic Dystrophy (REACH CDM)"
NCT03636594,"""Let's Boogie"": Feasibility of a Dance Intervention in Patients With Chronic Obstructive Pulmonary Disease"
NCT05366946,The Prevalence of Chronic Pain in COPD and Its Clinical Implications
NCT04478838,"""Re-examining Maintenance Antipsychotic Treatment in Schizophrenia: ""Extended"" Antipsychotic Dosing"""
NCT03335189,"Adaptation, Feasibility and Acceptability Study of the Advanced Symptom Management System (ASyMS) Mobile Health Intervention to Reduce Chemotherapy Toxicities in Canadian Cancer Patients"
NCT02503670,HealthyDads.Ca-Development and Pilot Evaluation of a Multimodal E-Health Intervention to Promote the Mental Health of Men at Risk for Depression
NCT05967507,"Laryngoscopy for Neonatal and Infant Airway Management wIth Supplemental Oxygen at Different Flow Rates (OPTIMISE-2): a Multi-center, Non-inferiority, Prospective Randomized Controlled Trial"
NCT00123903,"A Randomized, Double-blind, Positive-Controlled, Multicenter Study Comparing the Efficacy of Carvedilol Phosphate Modified Release Formulation (COREG MR) and Metoprolol Succinate Extended Release (TOPROL-XL) on the Reduction of Microalbuminuria in Patients With Hypertension and Microalbuminuria"
NCT03041948,Evaluating Pain Outcomes of Caudal vs Ilioinguinal Nerve Block in Children Undergoing Hernia Repair
NCT03868748,Safety Evaluation of β-arbutin in Healthy Human Subjects
NCT05730049,Assessing the Efficacy of Transcutaneous Auricular Vagus Nerve Stimulation as an Anti-inflammatory Treatment Following Spinal Cord Injury
NCT03977038,"Investigation of Effects of Repetitive Transcranial Magnetic Stimulation (rTMS) on ""Hot"" and ""Cold"" Cognitive Systems In Treatment Resistant Depression (TRD)"
NCT00238316,A Randomized Feasibility Study of Letrozole in Postmenopausal Women at Increased Risk for Development of Breast Cancer as Evidenced by High Breast Density
NCT00853762,"An Open-label, Multicenter Phase II Extension of Study 28063 (ATAMS) to Obtain Long-term Follow-up Data in Subjects With Relapsing Multiple Sclerosis Treated With Atacicept for up to 5 Years (ATAMS-Extension)"
NCT03087682,Pituitary Gland Enlargement Was First Diagnosed by OCT Before There Were Any Changes at All in the Computerized and Automated Eighty Degrees Peripheral Visual Fields
NCT03271658,"Development of an Individualized, Web-Based Life Support Decision Aid (eLSDA) Concerning Goals of Care for the Seriously Ill Patient"
NCT05579210,Developing and Implementing an Online Relapse Prevention Psychotherapy Program for Patients With Alcohol Use Disorder
NCT01176409,VALacyclovir for Inflammation AttenuatioN Trial Pilot (VALIANT Pilot)
NCT05548439,"A Phase 1, Randomized Study to Evaluate the Safety and Immunogenicity of VBI-2901a, a Trivalent Coronavirus Vaccine Candidate in Healthy Adults Previously Vaccinated With Licensed COVID-19 Vaccines"
NCT00002594,Dose-Intensive Melphalan and Cyclophosphamide With Autologous Bone Marrow Rescue for Recurrent Medulloblastoma and Germ Cell Tumors
NCT05495451,Feasibility and Impact of an Intensive Team-based Intervention on Type 2 Diabetes Reversal
NCT03250624,Safety and Efficacy of CD5024 0.3% Cream in Subjects With Atopic Dermatitis
NCT00960440,"Phase 3, Randomized, Double-Blind, Placebo-Controlled Study Of The Safety And Efficacy Of 2 Doses Of CP-690,550 In Patients With Active Rheumatoid Arthritis On Background Methotrexate With Inadequate Response To TNF Inhibitors"
NCT03969225,Vascular Access Outcome Measure for Function: a vaLidation Study In haemoDialysis (VALID)
NCT01852851,Employment and Arthritis: Making it Work: A Randomized Controlled Trial Evaluating an On-line Program to Help People With Inflammatory Arthritis Remain Employed
NCT00106171,A Randomized Trial of HAART in Acute/Early HIV Infection
NCT05622812,"A Randomized, Evaluator-blinded, Parallel Group, no Treatment Controlled, Multicenter Study to Evaluate Effectiveness and Safety of Restylane Lyft Lidocaine for Jawline Definition"
NCT01927341,"A Phase Ib/II, Open-label, Multi-center, Dose Escalation Study of MEK162 in Combination With Panitumumab in Adult Patients With Mutant RAS or Wild-type RAS Metastatic Colorectal Cancer"
NCT02591329,Increasing Household Purchase and Child Consumption of Calcium Products: A Randomised Controlled Trial
NCT00188266,Prospective Phase I/II Study of Adjuvant Radiochemotherapy for Gastric Cancer
NCT02647762,"A Phase 3, Randomized, Double-Blind, Active- and Placebo-controlled, Parallel-group Trial to Evaluate the Efficacy and Safety of CF101 Compared to Methotrexate in the Treatment of Early Rheumatoid Arthritis"
NCT05571878,Is Brain Insulin Resistance a Feature of the Biology of Depression: A Pilot Multi-modality Neuroimaging Study in Adolescents
NCT01715168,"A Phase 1, Single-blind, Randomized, Two-way, Crossover Bioequivalence Study of Intravenously Administered ATI 0918 in Patients With Ovarian Cancer That Has Progressed or Recurred After Platinum-based Chemotherapy"
NCT02112227,Patient-centered Care Transitions in Heart Failure: A Pragmatic Cluster
NCT02399943,Molecular Basket Trial In Multiple Malignancies With Common Target Pathway Aberrancies
NCT00668707,Adjuvant Melatonin for Prevention of Lung Cancer Recurrence and Mortality: A Randomized Placebo Controlled Clinical Trial
NCT02139878,Short-term Health Effects of Wild Blueberry Juice Consumption
NCT00927875,"A Phase 1b Multiple Ascending Dose Study to Evaluate the Safety, Pharmacokinetics and Pharmacodynamics of BMS-833923 (XL139) in Combination With Carboplatin and Etoposide Followed by BMS-833923 Alone in Subjects With Extensive-Stage Small Cell Lung Cancer"
NCT05324176,Assessment of Diaphragm Thickness by Ultrasonography in Guillain Barre Syndrome and Myasthenia Gravis
NCT00355849,"A Phase 3, Open-Label, Three-Group Parallel Study to Evaluate the Efficacy and Safety of Human Insulin Inhalation Powder (HIIP) in Patients With Type 2 Diabetes Treated With Once-Daily Insulin Glargine"
NCT04017273,Older Emergency Department Users and Hospitalization After an Index Visit: Results of ER2 Database
NCT02130362,A Long-Term Non-Interventional Postmarketing Study to Assess Safety and Effectiveness of Humira® (Adalimumab) in Pediatric Patients With Moderately to Severely Active Crohn's Disease (CD) - CAPE
NCT01594723,A Phase 2 Study of LY2784544 in Patients With Myeloproliferative Neoplasms
NCT05899816,"A Phase 3, 24-week, Randomized, Placebo-controlled, Double-blind Study to Assess the Effect of Rocatinlimab on Vaccine Antibody Response in Adult Subjects With Moderate-to-severe Atopic Dermatitis (AD) (ROCKET - VOYAGER)"
NCT00197080,"A 12-Week, Double-Blind, Placebo Controlled, Parallel Group Study to Assess the Efficacy and Safety of Ropinirole XR (Extended Release) in Patients With Restless Legs Syndrome"
NCT06341127,A Single Patient Trial of Fluoxetine in KCNC1-related Disorder
NCT04023760,Pharmacokinetics of Apixaban and Tacrolimus or Cyclosporine in Kidney and Lung Transplant Recipients
NCT01602666,Phase 2 Trial of Response-Based Radiation Therapy for Patients With Localized Central Nervous System Germ Cell Tumors (CNS GCT)
NCT03360747,"A Phase 2 Open-Label Study to Assess the Pharmacodynamics, Pharmacokinetics, Safety and Tolerability of AKCEA-ANGPTL3-LRx (ISIS 703802) Administered Subcutaneously to Patients With Familial Chylomicronemia Syndrome (FCS)"
NCT00633789,A Randomized Discontinuation Study of Brivanib Alaninate (BMS-582664) Versus Placebo in Subjects With Advanced Tumors
NCT01112813,The Neurotrophic Effects of Lithium Carbonate Following Stroke: A Feasibility Study
NCT06370832,Inspiratory Muscle Training in Lung Transplant Candidates and Implications on Early Post-Transplant Outcomes: A Pilot and Feasibility Randomized Clinical Trial
NCT03394183,Comparing the Efficacy of Cardiac Rehabilitation for Patients With Peripheral Artery Disease to Patients With Coronary Artery Disease
NCT02656043,"A Phase 1 and 2 Randomized, Double-Blind, Vehicle-Controlled, Parallel-Group Study to Evaluate the Safety, Tolerability, Efficacy, and Exposure of up to 12 Weeks of XPF-005 Treatment in Healthy Volunteers and Subjects With Acne Vulgaris"
NCT06215963,App for Independence-O (A4i-O) - Expanding a Validated Platform for Complex Behavioral Health to Address Opioid Use Disorder
NCT02075788,Millet Products Study - Investigation of Glycemic Index and Satiety
NCT01194102,Fit for Function: A Community Wellness Program for Persons With Stroke
NCT02887521,Pulmonary Rehabilitation Before Lung Cancer Resection
NCT06048978,The Effect of Starch Processing on Postprandial Blood Glucose in Humans
NCT02639182,"A Multi-Center, Open Label, Randomized Phase 2 Study of AGS-16C3F vs. Axitinib in Metastatic Renal Cell Carcinoma"
NCT03976323,A Phase 3 Study of Pembrolizumab in Combination With Pemetrexed/Platinum (Carboplatin or Cisplatin) Followed by Pembrolizumab and Maintenance Olaparib vs Maintenance Pemetrexed in the First-Line Treatment of Participants With Metastatic Nonsquamous Non-Small-Cell Lung Cancer
NCT02496390,Transplantation of Microbes of Fecal Origin for Prevention and Treatment of Metabolic Syndrome and Non Alcoholic Fatty Liver Disease
NCT04124445,Pulsed vs Continuous Radiofrequency Neurotomy for Cervical Facet Joint Mediated Pain: a Single-blind Randomized Controlled Clinical Trial
NCT03708068,Early Exclusive Enteral Nutrition in Stable Preterm Infants at 30 0/7 - 33 6/7 Weeks Gestation: A Randomized Controlled Trial
NCT02700971,"Rational Approach To Immuno-Oncology Microarray Prediction of Response to Nivolumab, Ipilimumab, or Combined Therapy in Subjects With Previously Untreated, Locally Advanced or Metastatic Melanoma"
NCT00784134,Clot Lysis: Evaluating Accelerated Resolution of Intraventricular Hemorrhage Phase III
NCT05779813,Genetic Frontotemporal Dementia Initiative for Neurodevelopment
NCT01935115,A Prospective Randomized Double Blinded Control Trial Using Ketamine or Propofol Anesthesia for Electroconvulsive Therapy: Improving Treatment-Resistant Depression
NCT04055662,A Comparison of Post-Operative Analgesia Requirements In Recreational Cannabis Users
NCT03583281,Effects of Dietary Fatty Acids on Octadecanoid Production and Biological Actions in Obesity-induced Inflammation: Implications for Dietary Requirements
NCT06208306,A Double-blinded Extension Study to Evaluate the Long-term Safety and Tolerability of Itepekimab in Patients With Chronic Obstructive Pulmonary Disease (COPD) Who Participated in Either EFC16750 or EFC16819 Clinical Studies
NCT01889238,"A PHASE 2, SINGLE-ARM, OPEN-LABEL, MULTICENTER STUDY OF THE CLINICAL ACTIVITY AND SAFETY OF ENZALUTAMIDE IN PATIENTS WITH ADVANCED, ANDROGEN RECEPTOR-POSITIVE, TRIPLE-NEGATIVE BREAST CANCER"
NCT06351176,Impact of Glycemic Control on Skeletal Outcomes in Adults With Type 1 Diabetes : DenSiFy (Diabetes Spine Fractures) Cohort
NCT00812175,Global Investigation of Therapeutic Decisions in Hepatocellular Carcinoma and of Its Treatment With Sorafenib
NCT06393400,"An Open-label, Single-arm, Phase 1 Study of the Combination of FMT and Gemcitabine With Nab-paclitaxel as First-line Therapy in Patients With Advanced Pancreatic Ductal Adenocarcinoma."
NCT04838899,Stereotactic Ablative Radiotherapy for Oligoprogressive Metastatic Castration-Resistant Prostate Cancer During Abiraterone Therapy
NCT02582307,Hyoscine Hydrobromide (Buscopan) Versus Acetaminophen for Acute Abdominal Pain in Children: A Randomized Controlled Trial
NCT00748566,"A One-Year, Phase IV, Open-Label, Non-Comparative Trial Of The Effect Of Ziprasidone HCL On Metabolic Syndrome Risk Factors In Patients With Psychotic Disorders"
NCT03674671,Investigations on the Efficacy of Ketamine in Depression in Comparison to Electroconvulsive Therapy
NCT03484975,Novasight Hybrid Intravascular Ultrasound and Optical Coherence Tomography System (IVUS OCT)
NCT01612975,The Effect of Perioperative Non-Steroidal Anti-Inflammatory Drug Naproxen on Pleural Effusion Formation After Lung Resection
NCT01048021,Pulmonary Function Changes and Diaphragmatic Paralysis Following Ultrasound Guided Supraclavicular Brachial Plexus Blockade: The Effects of Decreased Local Anesthetic Volume
NCT05998343,Improving Social Isolation and Loneliness in Older Adults Discharged From the Emergency Department - Comparing an Intergenerational Versus Same Generation Peer-support Intervention Versus Common Wait List Control Group in a Three Arm RCT
NCT01352234,"Evaluation of Dose-response Effect of Acetylsalicylic Acid on Placental Development, Preterm Birth, Fetal Growth and Hypertension in Pregnancy in Women With Previous History of Preeclampsia"
NCT04914481,AnaTomic Stenosis Severity Derived From Computed Tomography as a Prognostic Marker in Patients With Low-flow Low-gradient Aortic Stenosis Undergoing Transcatheter Aortic Valve Implantation
NCT04456673,"A Randomized, Double-blind, Placebo-controlled, Parallel-group, 52-week Pivotal Study to Assess the Efficacy, Safety, and Tolerability of Dupilumab in Patients With Moderate-to-severe Chronic Obstructive Pulmonary Disease (COPD) With Type 2 Inflammation"
NCT03216083,Does Intravenous Tranexamic Acid Reduce Blood Loss During Vaginectomy?
NCT01695239,"A Multicenter, Randomized, Double-Blind, Active and Placebo-Controlled 24-Week Study Followed by Long Term Evaluation of Efficacy and Safety of Ixekizumab (LY2439821) in Biologic Disease-Modifying Antirheumatic Drug-Naive Patients With Active Psoriatic Arthritis"
NCT00850642,The Efficacy of Orally Administered GSK2190915 as an add-on to Current Therapy in Subjects With Moderate to Severe Asthma Who Have Elevated Sputum Neutrophils
NCT04074330,Phase 1/2 Study of TAK-981 in Combination With Rituximab in Patients With Relapsed/Refractory CD20-Positive Non-Hodgkin Lymphoma
NCT06179160,"A Phase 1, Open-Label, Multicenter Study of INCB161734 in Participants With Advanced or Metastatic Solid Tumors With KRAS G12D Mutation"
NCT00655876,"A Phase III Trial Evaluating the Addition of Cetuximab to Paclitaxel, Cisplatin, and Radiation for Patients With Esophageal Cancer Who Are Treated Without Surgery"
NCT00439166,Effects of Treatment With Doxycycline and Rifampicin on Biomarkers of Alzheimer's Disease in the Cerebrospinal Fluid
NCT04891029,Phase III Diagnostic Trial for Early Detection of Endometrial/Ovarian Cancer and Hereditary Predisposition of These Cancers
NCT00249873,"A Parallel Randomized Controlled Evaluation of Clopidogrel Plus Aspirin, With Factorial Evaluation of Irbesartan, for the Prevention of Vascular Events, in Patients With Atrial Fibrillation"
NCT01576666,"A Phase Ib, Multi-center, Open Label, Dose Escalation Study of Oral LDE225 in Combination With BKM 120 in Patients With Advanced Solid Tumors"
NCT01561274,The Time Required to Remain Sitting After Spinal Anesthesia for 50% of Patients to Not Experience Hypotension
NCT05195788,Investigating the Impact of Cardiac Rehabilitation on Brain Activity and Cognition in Adults With Congenital Heart Disease
NCT05773274,NET RETREAT: A Phase II Study of 177 Lutetium-DOTATATE Retreatment vs. Everolimus in Metastatic/Unresectable Midgut NET
NCT01974570,"A Randomized, Double-blind, Placebo Controlled, Parallel Study for the Assessment of Anti-hypertensive Effect and Safety of Marealis RPC (Refined Peptide Concentrate), in Healthy Subjects With Mild or Moderate Hypertension"
NCT01149083,Phase II Trial of Single Agent ABT-888 With Post-Progression Therapy of ABT-888 in Combination With Carboplatin in Patients With Stage IV BRCA-Associated Breast Cancer
NCT05422924,"A Pilot and Feasibility Study of a Web-based Platform to Improve Physical Function, Nutrition, and Mindfulness in Patients With Long COVID"
NCT02559635,Does Bowel Stimulation Before Loop Ileostomy Closure Reduce Postoperative Ileus?
NCT00090129,"A Multicentre, Randomised, Double-blind, Placebo Controlled Phase III Study of Subcutaneously Administered Onercept in the Treatment and Re-treatment of Subjects With Moderate to Severe Plaque Psoriasis"
NCT05506150,Patient Important Gastrointestinal Bleeding in the ICU
NCT00089492,"A Phase II Open-label, Randomized, Active-controlled Study Comparing the Efficacy and Safety of Once Daily Enfuvirtide Dosing Versus the Currently Recommended Twice Daily Dosing in HIV-1 Infected Treatment-experienced Patients."
NCT00778895,"Clinical Study in Children, 6 Months to 3 Years of Age, to Assess the Immunogenicity and Safety of Two Dose Levels of Thimerosal-free Fluviral® Vaccine, Using a Licensed Influenza Virus Vaccine, Vaxigrip® as the Control"
NCT00747656,The Impact of Prehospital 12 Lead ECG With Advanced Emergency Department Notification on Time to In-hospital Reperfusion Strategy in Patients With Acute ST Segment Elevation Myocardial Infarction - A Prospective Study
NCT02628041,A Phase II Randomized Trial Evaluating Acute and Late Toxicity of High-Dose Rate Brachytherapy and Low-Dose Rate Brachytherapy as Monotherapy in Localized Prostate Cancer
NCT05303532,ROSY-D: Roll Over StudY for Patients Who Have Completed a Previous Oncology Study With Durvalumab and Are Judged by the Investigator to Clinically Benefit From Continued Treatment
NCT00443287,"A Randomized, Double-blind, Placebo-controlled, Parallel Group Trial of HMR1766 Assessing the Efficacy and Safety of 3 Doses of HMR1766 Versus Placebo With Cilostazol as a Calibrator, Administered for 26 Weeks in Patients With Peripheral Arterial Disease (PAD) Fontaine Stage II"
NCT02064933,"Analysis of Patients Treated for Wiskott-Aldrich Syndrome Since January 1, 1990 (RDCRN PIDTC-6904)"
NCT00656747,"MAESTRAL - A Prospective, Multinational, Multicenter, Randomized, Double Blind, Double Dummy, Controlled Study Comparing the Efficacy and Safety of Moxifloxacin to That of Amoxicillin Clavulanic Acid for the Treatment of Subjects With Acute Exacerbations of Chronic Bronchitis."
NCT04159662,Cognitive Rehabilitation in Schizophrenia and Depression
NCT01680939,Investigating the Safety of Morphine and Ibuprofen in Children Post-adenotonsillectomy for Obstructive Sleep Apnea
NCT01935024,Assessing the Benefits of an Outpatient Aerobic Activity Program in Patients With Alzheimer's Disease
NCT00707889,"An Open-Label, Randomized Phase 2 Study of ABT-869 in Combination With mFOLFOX6 (Oxaliplatin, 5-Fluorouracil, and Folinic Acid) Versus Bevacizumab in Combination With mFOLFOX6 as Second-line Treatment of Subjects With Advanced Colorectal Cancer"
NCT00814866,"Bone Resorption, Osteoclastogenesis and Adalimumab"
NCT03428555,Is an Integrated Care Pathway for Adolescents With Depression More Effective Than Treatment as Usual?
NCT04689828,"PSMAfore: A Phase III, Open-label, Multi-Center, Randomized Study Comparing 177Lu-PSMA-617 vs. a Change of Androgen Receptor-directed Therapy in the Treatment of Taxane Naïve Men With Progressive Metastatic Castrate Resistant Prostate Cancer"
NCT06163612,Effect of Suicidality in Major Depressive Disorder During Social Cognition
NCT05995769,"Mechanisms Supporting Psilocybin-assisted Psychotherapy for Alcohol Use Disorder: A Randomized, Controlled Clinical Trial"
NCT03618953,"Phase 1/1b, Multicenter, Open-label Trial of Oncolytic MG1 Virus (MG1-E6E7) With Adenovirus Vaccine (Ad-E6E7) Both Expressing Mutant Human Papilloma Virus (HPV) E6 and E7 and Atezolizumab in Pts With HPV Assoc. Cancers"
NCT03489967,Treatment of Mild-to-moderate Hypoglycemia in Adults With Type 1 Diabetes: a Validation Study
NCT04460859,"RecruitmEnt Assessed by eleCtRical Impedance Tomography: Feasibility, Correlation With Clinical oUtcomes and pIloT Data on Personalised PEEP Selection."
NCT04113681,Pilot Study: Geniculate Artery Embolization in Knee Osteoarthrosis.
NCT01565278,Effect of n-3 Polyunsaturated Fatty Acid Lipid Emulsion on Parenteral Nutrition Associated Liver Disease
NCT01933438,Does Early Supination and External Rotation Repositioning in Children With Birth Related Brachial Plexus Injury Have Benefit?
NCT06136559,"A Phase 3, Randomized Study to Compare Nemtabrutinib Versus Comparator (Investigator's Choice of Ibrutinib or Acalabrutinib) in Participants With Untreated Chronic Lymphocytic Leukemia/Small Lymphocytic Lymphoma (BELLWAVE-011)"
NCT00121472,"The HeartMate II LVAS Pivotal Study Protocol, Bridge to Cardiac Transplantation"
NCT05583344,"17 β-Hydroxysteroid Dehydrogenase Type 13 Minimization for the Treatment of NASH (HORIZON): A Double-Blind, Placebo-Controlled Phase 2b Study to Evaluate the Efficacy and Safety of GSK4532990 in Adults With Pre-Cirrhotic Nonalcoholic Steatohepatitis"
NCT02512731,Intraoperative Fluid Therapy for Deceased Donor Renal Transplantation
NCT05402072,Autologous MatRix-Induced ChondrogenEsis ComPared With Microfracture for Focal ArtIcular CaRtilage Damage of the Hip (REPAIR): A Pilot Randomized Controlled Trial
NCT05681715,"An Open-label, Crossover Study to Evaluate Rozanolixizumab Self-administration by Study Participants With Generalized Myasthenia Gravis"
NCT04924101,A Phase 2 Study to Evaluate the Efficacy and Safety of Pembrolizumab Plus Investigational Agents in Combination With Etoposide and Cisplatin or Carboplatin for the First-Line Treatment of Participants With Extensive-Stage Small Cell Lung Cancer (KEYNOTE-B99)
NCT03486834,"Double-Blind, Randomized, Placebo-Controlled Phase 2b, Multi-center Study to Evaluate the Safety, Tolerability, Efficacy and Immunogenicity of a 2-Dose and a 3-Dose Regimen of V160 (Cytomegalovirus [CMV] Vaccine) in Healthy Seronegative Women, 16 to 35 Years of Age"
NCT03614585,Exercise Intensity Matters: An Opportunity to Promote Neurorecovery and Cardiovascular Health in Stroke
NCT03525574,"A Phase 3, Open-label Study Evaluating the Long-term Safety and Efficacy of VX-445 Combination Therapy in Subjects With Cystic Fibrosis Who Are Homozygous or Heterozygous for the F508del Mutation"
