index,token,order,concept_token,token_classifier,idphrase,concept,id_trial,cuid,umlstokens,concept_phrase_type,lang_token,weightuser
,CE-BMRI,0,CANCER,bionlp,"A Multicenter, Open-Label, Crossover Trial to Assess Non-Inferiority of Dual Energy Contrast-Enhanced Digital Mammography (DE-CEDM) Compared to Contrast-Enhanced Breast Magnetic Resonance Imaging (CE-BMRI) for Identifying a Change in Patient Management in Women With Newly Diagnosed Breast Cancer",warnings,NCT01303419,,,FDA,en,0
,Patient,0,ORGANISM,bionlp,"A Multicenter, Open-Label, Crossover Trial to Assess Non-Inferiority of Dual Energy Contrast-Enhanced Digital Mammography (DE-CEDM) Compared to Contrast-Enhanced Breast Magnetic Resonance Imaging (CE-BMRI) for Identifying a Change in Patient Management in Women With Newly Diagnosed Breast Cancer",warnings,NCT01303419,C0030705,Patients,FDA,en,0
,Women,0,ORGANISM,bionlp,"A Multicenter, Open-Label, Crossover Trial to Assess Non-Inferiority of Dual Energy Contrast-Enhanced Digital Mammography (DE-CEDM) Compared to Contrast-Enhanced Breast Magnetic Resonance Imaging (CE-BMRI) for Identifying a Change in Patient Management in Women With Newly Diagnosed Breast Cancer",warnings,NCT01303419,C0043210,Woman,FDA,en,0
,Breast Cancer,0,CANCER,bionlp,"A Multicenter, Open-Label, Crossover Trial to Assess Non-Inferiority of Dual Energy Contrast-Enhanced Digital Mammography (DE-CEDM) Compared to Contrast-Enhanced Breast Magnetic Resonance Imaging (CE-BMRI) for Identifying a Change in Patient Management in Women With Newly Diagnosed Breast Cancer",warnings,NCT01303419,C0006142,Malignant neoplasm of breast,FDA,en,0
,Lymphedema,0,DISEASE,jnlpba,Randomized Trial of Hypofractionated LocoRegional Radiotherapy in Breast Cancer and Lymphedema (RHEAL),adverse_reactions,NCT04228991,C0024236,Lymphedema,FDA,en,0
,Breast Cancer,0,CANCER,bionlp,Randomized Trial of Hypofractionated LocoRegional Radiotherapy in Breast Cancer and Lymphedema (RHEAL),adverse_reactions,NCT04228991,C0006142,Malignant neoplasm of breast,FDA,en,0
,Lymphedema,0,PATHOLOGICAL_FORMATION,bionlp,Randomized Trial of Hypofractionated LocoRegional Radiotherapy in Breast Cancer and Lymphedema (RHEAL),adverse_reactions,NCT04228991,C0024236,Lymphedema,FDA,en,0
,Breast Cancer,0,DISEASE,jnlpba,Single Pre-Operative Radiation Therapy - With Delayed or No Surgery (SPORT-DNS) for Low Risk Breast Cancer: A Phase II Study,indications,NCT05217966,C0006142,Malignant neoplasm of breast,FDA,en,0
,Breast Cancer,0,DISEASE,jnlpba,"A Phase III, Randomized, Double-blind Study to Evaluate Pembrolizumab Plus Chemotherapy vs Placebo Plus Chemotherapy as Neoadjuvant Therapy and Pembrolizumab vs Placebo as Adjuvant Therapy for Triple Negative Breast Cancer (TNBC)",adverse_reactions,NCT03036488,C0006142,Malignant neoplasm of breast,FDA,en,0
,TNBC,0,DISEASE,jnlpba,"A Phase III, Randomized, Double-blind Study to Evaluate Pembrolizumab Plus Chemotherapy vs Placebo Plus Chemotherapy as Neoadjuvant Therapy and Pembrolizumab vs Placebo as Adjuvant Therapy for Triple Negative Breast Cancer (TNBC)",adverse_reactions,NCT03036488,,,FDA,en,0
,Breast Cancer,0,CANCER,bionlp,"A Phase III, Randomized, Double-blind Study to Evaluate Pembrolizumab Plus Chemotherapy vs Placebo Plus Chemotherapy as Neoadjuvant Therapy and Pembrolizumab vs Placebo as Adjuvant Therapy for Triple Negative Breast Cancer (TNBC)",adverse_reactions,NCT03036488,C0006142,Malignant neoplasm of breast,FDA,en,0
,TNBC,0,CANCER,bionlp,"A Phase III, Randomized, Double-blind Study to Evaluate Pembrolizumab Plus Chemotherapy vs Placebo Plus Chemotherapy as Neoadjuvant Therapy and Pembrolizumab vs Placebo as Adjuvant Therapy for Triple Negative Breast Cancer (TNBC)",adverse_reactions,NCT03036488,,,FDA,en,0
,Breast Cancer,0,DISEASE,jnlpba,Pilot Study: High Risk Breast Cancer Screening Pilot Study,warnings,NCT00003736,C0006142,Malignant neoplasm of breast,FDA,en,0
,Breast Cancer,0,DISEASE,jnlpba,A Phase III Study of Regional Radiation Therapy in Early Breast Cancer,indications,NCT00005957,C0006142,Malignant neoplasm of breast,FDA,en,0
,Breast Cancer,0,CANCER,bionlp,A Phase III Study of Regional Radiation Therapy in Early Breast Cancer,indications,NCT00005957,C0006142,Malignant neoplasm of breast,FDA,en,0
,Denosumab,0,CHEMICAL,jnlpba,"A Randomized, Double-Blind, Placebo-Controlled, Multi-Center Phase 3 Study of Denosumab as Adjuvant Treatment for Women With Early-Stage Breast Cancer at High Risk of Recurrence (D-CARE)",warnings,NCT01077154,C1690432,denosumab,FDA,en,0
,Adjuvant,0,CHEMICAL,jnlpba,"A Randomized, Double-Blind, Placebo-Controlled, Multi-Center Phase 3 Study of Denosumab as Adjuvant Treatment for Women With Early-Stage Breast Cancer at High Risk of Recurrence (D-CARE)",warnings,NCT01077154,C0001551,Immunologic Adjuvants,FDA,en,0
,Breast Cancer,0,DISEASE,jnlpba,"A Randomized, Double-Blind, Placebo-Controlled, Multi-Center Phase 3 Study of Denosumab as Adjuvant Treatment for Women With Early-Stage Breast Cancer at High Risk of Recurrence (D-CARE)",warnings,NCT01077154,C0006142,Malignant neoplasm of breast,FDA,en,0
,D-CARE,0,CHEMICAL,jnlpba,"A Randomized, Double-Blind, Placebo-Controlled, Multi-Center Phase 3 Study of Denosumab as Adjuvant Treatment for Women With Early-Stage Breast Cancer at High Risk of Recurrence (D-CARE)",warnings,NCT01077154,,,FDA,en,0
,Denosumab,0,SIMPLE_CHEMICAL,bionlp,"A Randomized, Double-Blind, Placebo-Controlled, Multi-Center Phase 3 Study of Denosumab as Adjuvant Treatment for Women With Early-Stage Breast Cancer at High Risk of Recurrence (D-CARE)",warnings,NCT01077154,C1690432,denosumab,FDA,en,0
,Women,0,ORGANISM,bionlp,"A Randomized, Double-Blind, Placebo-Controlled, Multi-Center Phase 3 Study of Denosumab as Adjuvant Treatment for Women With Early-Stage Breast Cancer at High Risk of Recurrence (D-CARE)",warnings,NCT01077154,C0043210,Woman,FDA,en,0
,Breast Cancer,0,CANCER,bionlp,"A Randomized, Double-Blind, Placebo-Controlled, Multi-Center Phase 3 Study of Denosumab as Adjuvant Treatment for Women With Early-Stage Breast Cancer at High Risk of Recurrence (D-CARE)",warnings,NCT01077154,C0006142,Malignant neoplasm of breast,FDA,en,0
,D-CARE,0,SIMPLE_CHEMICAL,bionlp,"A Randomized, Double-Blind, Placebo-Controlled, Multi-Center Phase 3 Study of Denosumab as Adjuvant Treatment for Women With Early-Stage Breast Cancer at High Risk of Recurrence (D-CARE)",warnings,NCT01077154,,,FDA,en,0
,Perjeta,0,GGP,craft,"A Multicenter, Multinational, Phase II Study to Evaluate Perjeta in Combination With Herceptin and Standard Neoadjuvant Anthracycline-Based Chemotherapy in Patients With HER2-Positive, Locally Advanced, Inflammatory, or Early-Stage Breast Cancer",indications,NCT02132949,C3473371,Perjeta,FDA,en,0
,Herceptin,0,GGP,craft,"A Multicenter, Multinational, Phase II Study to Evaluate Perjeta in Combination With Herceptin and Standard Neoadjuvant Anthracycline-Based Chemotherapy in Patients With HER2-Positive, Locally Advanced, Inflammatory, or Early-Stage Breast Cancer",indications,NCT02132949,C0338204,Herceptin,FDA,en,0
,Herceptin,0,PROTEIN,jnlpba,"A Multicenter, Multinational, Phase II Study to Evaluate Perjeta in Combination With Herceptin and Standard Neoadjuvant Anthracycline-Based Chemotherapy in Patients With HER2-Positive, Locally Advanced, Inflammatory, or Early-Stage Breast Cancer",indications,NCT02132949,C0338204,Herceptin,FDA,en,0
,Breast Cancer,0,DISEASE,jnlpba,"A Multicenter, Multinational, Phase II Study to Evaluate Perjeta in Combination With Herceptin and Standard Neoadjuvant Anthracycline-Based Chemotherapy in Patients With HER2-Positive, Locally Advanced, Inflammatory, or Early-Stage Breast Cancer",indications,NCT02132949,C0006142,Malignant neoplasm of breast,FDA,en,0
,Perjeta,0,SIMPLE_CHEMICAL,bionlp,"A Multicenter, Multinational, Phase II Study to Evaluate Perjeta in Combination With Herceptin and Standard Neoadjuvant Anthracycline-Based Chemotherapy in Patients With HER2-Positive, Locally Advanced, Inflammatory, or Early-Stage Breast Cancer",indications,NCT02132949,C3473371,Perjeta,FDA,en,0
,Herceptin,0,SIMPLE_CHEMICAL,bionlp,"A Multicenter, Multinational, Phase II Study to Evaluate Perjeta in Combination With Herceptin and Standard Neoadjuvant Anthracycline-Based Chemotherapy in Patients With HER2-Positive, Locally Advanced, Inflammatory, or Early-Stage Breast Cancer",indications,NCT02132949,C0338204,Herceptin,FDA,en,0
,Patients,0,ORGANISM,bionlp,"A Multicenter, Multinational, Phase II Study to Evaluate Perjeta in Combination With Herceptin and Standard Neoadjuvant Anthracycline-Based Chemotherapy in Patients With HER2-Positive, Locally Advanced, Inflammatory, or Early-Stage Breast Cancer",indications,NCT02132949,C0030705,Patients,FDA,en,0
,HER2-Positive,0,CANCER,bionlp,"A Multicenter, Multinational, Phase II Study to Evaluate Perjeta in Combination With Herceptin and Standard Neoadjuvant Anthracycline-Based Chemotherapy in Patients With HER2-Positive, Locally Advanced, Inflammatory, or Early-Stage Breast Cancer",indications,NCT02132949,C1960398,HER2-positive carcinoma of breast,FDA,en,0
,Breast Cancer,0,CANCER,bionlp,"A Multicenter, Multinational, Phase II Study to Evaluate Perjeta in Combination With Herceptin and Standard Neoadjuvant Anthracycline-Based Chemotherapy in Patients With HER2-Positive, Locally Advanced, Inflammatory, or Early-Stage Breast Cancer",indications,NCT02132949,C0006142,Malignant neoplasm of breast,FDA,en,0
,Breast Cancer,0,DISEASE,jnlpba,"The Feasibility, Acceptability and Preliminary Effectiveness of an Online Lifestyle Intervention for Healthy Weight Management and Improved Quality of Life in Breast Cancer Survivors",indications,NCT02861703,C0006142,Malignant neoplasm of breast,FDA,en,0
,Breast Cancer,0,CANCER,bionlp,"The Feasibility, Acceptability and Preliminary Effectiveness of an Online Lifestyle Intervention for Healthy Weight Management and Improved Quality of Life in Breast Cancer Survivors",indications,NCT02861703,C0006142,Malignant neoplasm of breast,FDA,en,0
,Breast Cancer,0,CANCER,bionlp,Pilot Study: High Risk Breast Cancer Screening Pilot Study,warnings,NCT00003736,C0006142,Malignant neoplasm of breast,FDA,en,0
,HER2+,0,GGP,craft,MRI Screening for Brain Metastases Among Patients With Triple Negative or HER2+ Stage II or III Breast Cancer: A Multi-centre Prospective Cohort Study,warnings,NCT06247449,C1960398,HER2-positive carcinoma of breast,FDA,en,0
,Breast Cancer,0,DISEASE,jnlpba,MRI Screening for Brain Metastases Among Patients With Triple Negative or HER2+ Stage II or III Breast Cancer: A Multi-centre Prospective Cohort Study,warnings,NCT06247449,C0006142,Malignant neoplasm of breast,FDA,en,0
,Brain Metastases,0,CANCER,bionlp,MRI Screening for Brain Metastases Among Patients With Triple Negative or HER2+ Stage II or III Breast Cancer: A Multi-centre Prospective Cohort Study,warnings,NCT06247449,C0220650,Metastatic malignant neoplasm to brain,FDA,en,0
,Patients,0,ORGANISM,bionlp,MRI Screening for Brain Metastases Among Patients With Triple Negative or HER2+ Stage II or III Breast Cancer: A Multi-centre Prospective Cohort Study,warnings,NCT06247449,C0030705,Patients,FDA,en,0
,HER2,0,GENE_OR_GENE_PRODUCT,bionlp,MRI Screening for Brain Metastases Among Patients With Triple Negative or HER2+ Stage II or III Breast Cancer: A Multi-centre Prospective Cohort Study,warnings,NCT06247449,C0069515,erbB-2 Receptor,FDA,en,0
,Breast Cancer,0,CANCER,bionlp,MRI Screening for Brain Metastases Among Patients With Triple Negative or HER2+ Stage II or III Breast Cancer: A Multi-centre Prospective Cohort Study,warnings,NCT06247449,C0006142,Malignant neoplasm of breast,FDA,en,0
,Breast Cancer,0,CANCER,bionlp,Single Pre-Operative Radiation Therapy - With Delayed or No Surgery (SPORT-DNS) for Low Risk Breast Cancer: A Phase II Study,indications,NCT05217966,C0006142,Malignant neoplasm of breast,FDA,en,0
